Index,Substrate,Photocatalyst,Organocatalyst,File name,AR,ee (IM-MS),,
829,S6,P11,L4,S6-P11-L4,0.26 ,-52.74%,,
830,S6,P11,L5,S6-P11-L5,0.12 ,-10.77%,,
831,S6,P11,L6,S6-P11-L6,0.09 ,21.75%,,
832,S6,P11,L7,S6-P11-L7,0.18 ,-11.73%,,
833,S6,P11,L8,S6-P11-L8,0.07 ,-7.10%,,
834,S6,P11,L9,S6-P11-L9,0.17 ,-15.12%,,
835,S6,P11,L10,S6-P11-L10,0.27 ,-53.01%,,
836,S6,P11,L11,S6-P11-L11,0.04 ,-9.80%,,
837,S6,P12,L1,S6-P12-L1,0.16 ,3.46%,,
838,S6,P12,L2,S6-P12-L2,0.68 ,52.79%,,
839,S6,P12,L3,S6-P12-L3,0.30 ,66.89%,,
840,S6,P12,L4,S6-P12-L4,1.14 ,-61.36%,,
841,S6,P12,L5,S6-P12-L5,0.54 ,-2.87%,,
842,S6,P12,L6,S6-P12-L6,0.14 ,27.72%,,
843,S6,P12,L7,S6-P12-L7,0.53 ,-17.68%,,
844,S6,P12,L8,S6-P12-L8,0.24 ,-0.79%,,
845,S6,P12,L9,S6-P12-L9,0.47 ,-14.09%,,
846,S6,P12,L10,S6-P12-L10,0.27 ,-45.95%,,
847,S6,P12,L11,S6-P12-L11,0.03 ,4.14%,,
848,S6,P13,L1,S6-P13-L1,0.07 ,-1.54%,,
849,S6,P13,L2,S6-P13-L2,0.28 ,58.10%,,
850,S6,P13,L3,S6-P13-L3,0.19 ,42.38%,,
851,S6,P13,L4,S6-P13-L4,0.27 ,-53.07%,,
852,S6,P13,L5,S6-P13-L5,0.13 ,-6.06%,,
853,S6,P13,L6,S6-P13-L6,0.08 ,26.47%,,
854,S6,P13,L7,S6-P13-L7,0.20 ,-18.18%,,
855,S6,P13,L8,S6-P13-L8,0.05 ,-19.56%,,
856,S6,P13,L9,S6-P13-L9,0.09 ,-10.28%,,
857,S6,P13,L10,S6-P13-L10,0.18 ,-59.97%,,
858,S6,P13,L11,S6-P13-L11,0.00 ,4.53%,,
859,S7,P1,L1,S7-P1-L1,0.58 ,0.91%,,
860,S7,P1,L2,S7-P1-L2,2.67 ,45.78%,,
861,S7,P1,L3,S7-P1-L3,0.81 ,68.27%,,
862,S7,P1,L4,S7-P1-L4,5.40 ,-63.48%,,
863,S7,P1,L5,S7-P1-L5,2.80 ,-12.27%,,
864,S7,P1,L6,S7-P1-L6,0.21 ,0.48%,,
865,S7,P1,L7,S7-P1-L7,2.38 ,-7.78%,,
866,S7,P1,L8,S7-P1-L8,1.43 ,-6.33%,,
867,S7,P1,L9,S7-P1-L9,2.81 ,-23.80%,,
868,S7,P1,L10,S7-P1-L10,2.15 ,-50.15%,,
869,S7,P1,L11,S7-P1-L11,0.36 ,-11.99%,,
870,S7,P2,L1,S7-P2-L1,0.55 ,2.53%,,
871,S7,P2,L2,S7-P2-L2,2.67 ,53.09%,,
872,S7,P2,L3,S7-P2-L3,0.73 ,64.89%,,
873,S7,P2,L4,S7-P2-L4,4.70 ,-60.10%,,
874,S7,P2,L5,S7-P2-L5,1.06 ,-9.29%,,
875,S7,P2,L6,S7-P2-L6,0.11 ,7.06%,,
876,S7,P2,L7,S7-P2-L7,0.97 ,-15.26%,,
877,S7,P2,L8,S7-P2-L8,0.42 ,-6.88%,,
878,S7,P2,L9,S7-P2-L9,2.48 ,-25.47%,,
879,S7,P2,L10,S7-P2-L10,1.29 ,-44.47%,,
880,S7,P2,L11,S7-P2-L11,0.25 ,-12.07%,,
881,S7,P3,L1,S7-P3-L1,0.71 ,0.35%,,
882,S7,P3,L2,S7-P3-L2,3.29 ,42.09%,,
883,S7,P3,L3,S7-P3-L3,0.84 ,64.02%,,
884,S7,P3,L4,S7-P3-L4,5.01 ,-59.60%,,
885,S7,P3,L5,S7-P3-L5,1.28 ,-6.59%,,
886,S7,P3,L6,S7-P3-L6,0.15 ,9.64%,,
887,S7,P3,L7,S7-P3-L7,0.71 ,-3.96%,,
888,S7,P3,L8,S7-P3-L8,0.71 ,-5.01%,,
889,S7,P3,L9,S7-P3-L9,3.44 ,-25.54%,,
890,S7,P3,L10,S7-P3-L10,1.08 ,-42.16%,,
891,S7,P3,L11,S7-P3-L11,0.31 ,-9.81%,,
892,S7,P4,L1,S7-P4-L1,0.75 ,3.72%,,
893,S7,P4,L2,S7-P4-L2,2.87 ,47.39%,,
894,S7,P4,L3,S7-P4-L3,0.62 ,66.87%,,
895,S7,P4,L4,S7-P4-L4,3.94 ,-60.60%,,
896,S7,P4,L5,S7-P4-L5,0.67 ,-12.33%,,
897,S7,P4,L6,S7-P4-L6,0.12 ,9.86%,,
898,S7,P4,L7,S7-P4-L7,0.91 ,-2.54%,,
899,S7,P4,L8,S7-P4-L8,0.46 ,-5.90%,,
900,S7,P4,L9,S7-P4-L9,1.58 ,-27.26%,,
901,S7,P4,L10,S7-P4-L10,2.20 ,-55.63%,,
902,S7,P4,L11,S7-P4-L11,0.16 ,-21.46%,,
903,S7,P5,L1,S7-P5-L1,0.69 ,-0.20%,,
904,S7,P5,L2,S7-P5-L2,2.74 ,52.74%,,
905,S7,P5,L3,S7-P5-L3,0.36 ,64.62%,,
906,S7,P5,L4,S7-P5-L4,4.63 ,-62.82%,,
907,S7,P5,L5,S7-P5-L5,1.33 ,-4.34%,,
908,S7,P5,L6,S7-P5-L6,0.15 ,21.97%,,
909,S7,P5,L7,S7-P5-L7,1.01 ,-3.24%,,
910,S7,P5,L8,S7-P5-L8,0.54 ,-10.12%,,
911,S7,P5,L9,S7-P5-L9,1.59 ,-29.82%,,
912,S7,P5,L10,S7-P5-L10,1.01 ,-50.50%,,
913,S7,P5,L11,S7-P5-L11,0.21 ,-11.02%,,
914,S7,P6,L1,S7-P6-L1,0.83 ,-1.17%,,
915,S7,P6,L2,S7-P6-L2,2.98 ,51.81%,,
916,S7,P6,L3,S7-P6-L3,0.85 ,73.82%,,
917,S7,P6,L4,S7-P6-L4,4.99 ,-63.60%,,
918,S7,P6,L5,S7-P6-L5,2.56 ,-11.68%,,
919,S7,P6,L6,S7-P6-L6,0.21 ,17.78%,,
920,S7,P6,L7,S7-P6-L7,1.61 ,-13.16%,,
921,S7,P6,L8,S7-P6-L8,0.57 ,-14.58%,,
922,S7,P6,L9,S7-P6-L9,1.71 ,-29.47%,,
923,S7,P6,L10,S7-P6-L10,1.02 ,-50.49%,,
924,S7,P6,L11,S7-P6-L11,0.16 ,-13.04%,,
925,S7,P7,L1,S7-P7-L1,0.18 ,3.59%,,
926,S7,P7,L2,S7-P7-L2,1.16 ,58.75%,,
927,S7,P7,L3,S7-P7-L3,0.24 ,62.37%,,
928,S7,P7,L4,S7-P7-L4,1.94 ,-65.47%,,
929,S7,P7,L5,S7-P7-L5,0.89 ,-9.69%,,
930,S7,P7,L6,S7-P7-L6,0.38 ,34.28%,,
931,S7,P7,L7,S7-P7-L7,1.27 ,-17.66%,,
932,S7,P7,L8,S7-P7-L8,0.12 ,-4.35%,,
933,S7,P7,L9,S7-P7-L9,0.45 ,-26.91%,,
934,S7,P7,L10,S7-P7-L10,1.02 ,-69.62%,,
935,S7,P7,L11,S7-P7-L11,0.04 ,-17.03%,,
936,S7,P8,L1,S7-P8-L1,0.29 ,-1.31%,,
937,S7,P8,L2,S7-P8-L2,1.58 ,51.41%,,
938,S7,P8,L3,S7-P8-L3,0.24 ,67.44%,,
939,S7,P8,L4,S7-P8-L4,2.85 ,-68.13%,,
940,S7,P8,L5,S7-P8-L5,1.47 ,-0.86%,,
941,S7,P8,L6,S7-P8-L6,0.19 ,22.31%,,
942,S7,P8,L7,S7-P8-L7,1.52 ,-2.73%,,
943,S7,P8,L8,S7-P8-L8,0.36 ,-10.31%,,
944,S7,P8,L9,S7-P8-L9,0.78 ,-29.69%,,
945,S7,P8,L10,S7-P8-L10,1.35 ,-68.54%,,
946,S7,P8,L11,S7-P8-L11,0.09 ,-14.24%,,
947,S7,P9,L1,S7-P9-L1,0.16 ,0.00%,,
948,S7,P9,L2,S7-P9-L2,0.35 ,45.53%,,
949,S7,P9,L3,S7-P9-L3,0.36 ,66.93%,,
950,S7,P9,L4,S7-P9-L4,0.94 ,-65.90%,,
951,S7,P9,L5,S7-P9-L5,0.23 ,-14.02%,,
952,S7,P9,L6,S7-P9-L6,0.23 ,23.85%,,
953,S7,P9,L7,S7-P9-L7,0.64 ,-20.35%,,
954,S7,P9,L8,S7-P9-L8,0.23 ,-9.57%,,
955,S7,P9,L9,S7-P9-L9,0.89 ,-29.19%,,
956,S7,P9,L10,S7-P9-L10,1.06 ,-65.12%,,
957,S7,P9,L11,S7-P9-L11,0.25 ,-7.46%,,
958,S7,P10,L1,S7-P10-L1,0.11 ,5.13%,,
959,S7,P10,L2,S7-P10-L2,0.23 ,54.27%,,
960,S7,P10,L3,S7-P10-L3,0.11 ,48.40%,,
961,S7,P10,L4,S7-P10-L4,0.27 ,-57.90%,,
962,S7,P10,L5,S7-P10-L5,0.05 ,-4.11%,,
963,S7,P10,L6,S7-P10-L6,0.08 ,19.42%,,
964,S7,P10,L7,S7-P10-L7,0.27 ,-4.62%,,
965,S7,P10,L8,S7-P10-L8,0.05 ,-6.74%,,
966,S7,P10,L9,S7-P10-L9,0.20 ,-16.43%,,
967,S7,P10,L10,S7-P10-L10,0.27 ,-59.90%,,
968,S7,P10,L11,S7-P10-L11,0.04 ,-14.95%,,
969,S7,P11,L1,S7-P11-L1,0.11 ,4.12%,,
970,S7,P11,L2,S7-P11-L2,0.27 ,52.62%,,
971,S7,P11,L3,S7-P11-L3,0.15 ,65.76%,,
972,S7,P11,L4,S7-P11-L4,1.13 ,-67.76%,,
973,S7,P11,L5,S7-P11-L5,0.09 ,-17.88%,,
974,S7,P11,L6,S7-P11-L6,0.10 ,20.42%,,
975,S7,P11,L7,S7-P11-L7,0.51 ,-12.75%,,
976,S7,P11,L8,S7-P11-L8,0.18 ,-11.17%,,
977,S7,P11,L9,S7-P11-L9,0.23 ,-29.05%,,
978,S7,P11,L10,S7-P11-L10,1.09 ,-70.32%,,
979,S7,P11,L11,S7-P11-L11,0.06 ,-23.95%,,
980,S7,P12,L1,S7-P12-L1,0.15 ,0.15%,,
981,S7,P12,L2,S7-P12-L2,0.32 ,45.57%,,
982,S7,P12,L3,S7-P12-L3,0.20 ,70.09%,,
983,S7,P12,L4,S7-P12-L4,1.34 ,-67.89%,,
984,S7,P12,L5,S7-P12-L5,0.14 ,-9.99%,,
985,S7,P12,L6,S7-P12-L6,0.14 ,27.50%,,
986,S7,P12,L7,S7-P12-L7,0.75 ,-16.01%,,
987,S7,P12,L8,S7-P12-L8,0.18 ,-9.25%,,
988,S7,P12,L9,S7-P12-L9,0.47 ,-29.99%,,
989,S7,P12,L10,S7-P12-L10,1.83 ,-69.27%,,
990,S7,P12,L11,S7-P12-L11,0.09 ,-21.05%,,
991,S7,P13,L1,S7-P13-L1,0.07 ,-0.66%,,
992,S7,P13,L2,S7-P13-L2,0.19 ,44.65%,,
993,S7,P13,L3,S7-P13-L3,0.13 ,58.86%,,
994,S7,P13,L4,S7-P13-L4,0.80 ,-67.76%,,
995,S7,P13,L5,S7-P13-L5,0.07 ,-18.33%,,
996,S7,P13,L6,S7-P13-L6,0.10 ,26.70%,,
997,S7,P13,L7,S7-P13-L7,0.39 ,-11.09%,,
998,S7,P13,L8,S7-P13-L8,0.11 ,-12.11%,,
999,S7,P13,L9,S7-P13-L9,0.22 ,-23.73%,,
1000,S7,P13,L10,S7-P13-L10,1.59 ,-70.46%,,
1001,S7,P13,L11,S7-P13-L11,0.05 ,-28.59%,,
1002,S8,P1,L1,S8-P1-L1,0.53 ,4.33%,,
1003,S8,P1,L2,S8-P1-L2,0.64 ,48.16%,,
1004,S8,P1,L3,S8-P1-L3,0.69 ,77.00%,,
1005,S8,P1,L4,S8-P1-L4,2.63 ,-66.77%,,
1006,S8,P1,L5,S8-P1-L5,0.33 ,-13.45%,,
1007,S8,P1,L6,S8-P1-L6,0.21 ,31.25%,,
1008,S8,P1,L7,S8-P1-L7,1.45 ,-15.88%,,
1009,S8,P1,L8,S8-P1-L8,0.54 ,-13.59%,,
1010,S8,P1,L9,S8-P1-L9,1.12 ,-24.14%,,
1011,S8,P1,L10,S8-P1-L10,0.90 ,-58.28%,,
1012,S8,P1,L11,S8-P1-L11,0.52 ,-6.48%,,
1013,S8,P2,L1,S8-P2-L1,0.53 ,1.89%,,
1014,S8,P2,L2,S8-P2-L2,0.75 ,45.25%,,
1015,S8,P2,L3,S8-P2-L3,0.52 ,74.64%,,
1016,S8,P2,L4,S8-P2-L4,2.32 ,-68.81%,,
1017,S8,P2,L5,S8-P2-L5,0.24 ,-23.45%,,
1018,S8,P2,L6,S8-P2-L6,0.11 ,27.53%,,
1019,S8,P2,L7,S8-P2-L7,0.70 ,-19.98%,,
1020,S8,P2,L8,S8-P2-L8,0.29 ,-8.10%,,
1021,S8,P2,L9,S8-P2-L9,1.25 ,-25.98%,,
1022,S8,P2,L10,S8-P2-L10,0.51 ,-50.11%,,
1023,S8,P2,L11,S8-P2-L11,0.45 ,-3.97%,,
1024,S8,P3,L1,S8-P3-L1,0.45 ,2.98%,,
1025,S8,P3,L2,S8-P3-L2,0.58 ,44.48%,,
1026,S8,P3,L3,S8-P3-L3,0.49 ,76.53%,,
1027,S8,P3,L4,S8-P3-L4,1.82 ,-65.13%,,
1028,S8,P3,L5,S8-P3-L5,0.29 ,-16.82%,,
1029,S8,P3,L6,S8-P3-L6,0.12 ,17.72%,,
1030,S8,P3,L7,S8-P3-L7,0.77 ,-19.86%,,
1031,S8,P3,L8,S8-P3-L8,0.42 ,-11.15%,,
1032,S8,P3,L9,S8-P3-L9,1.20 ,-25.59%,,
1033,S8,P3,L10,S8-P3-L10,0.66 ,-48.49%,,
1034,S8,P3,L11,S8-P3-L11,0.45 ,-5.32%,,
1035,S8,P4,L1,S8-P4-L1,0.51 ,-0.25%,,
1036,S8,P4,L2,S8-P4-L2,0.51 ,40.57%,,
1037,S8,P4,L3,S8-P4-L3,0.46 ,60.11%,,
1038,S8,P4,L4,S8-P4-L4,1.67 ,-60.52%,,
1039,S8,P4,L5,S8-P4-L5,0.34 ,-12.46%,,
1040,S8,P4,L6,S8-P4-L6,0.16 ,20.59%,,
1041,S8,P4,L7,S8-P4-L7,0.71 ,-11.19%,,
1042,S8,P4,L8,S8-P4-L8,0.36 ,-9.59%,,
1043,S8,P4,L9,S8-P4-L9,0.98 ,-22.85%,,
1044,S8,P4,L10,S8-P4-L10,0.81 ,-65.43%,,
1045,S8,P4,L11,S8-P4-L11,0.21 ,-9.13%,,
1046,S8,P5,L1,S8-P5-L1,0.69 ,1.93%,,
1047,S8,P5,L2,S8-P5-L2,0.67 ,41.73%,,
1048,S8,P5,L3,S8-P5-L3,0.47 ,57.15%,,
1049,S8,P5,L4,S8-P5-L4,2.49 ,-64.66%,,
1050,S8,P5,L5,S8-P5-L5,0.32 ,-13.68%,,
1051,S8,P5,L6,S8-P5-L6,0.20 ,18.93%,,
1052,S8,P5,L7,S8-P5-L7,0.63 ,-1.89%,,
1053,S8,P5,L8,S8-P5-L8,0.51 ,-11.91%,,
1054,S8,P5,L9,S8-P5-L9,1.07 ,-24.20%,,
1055,S8,P5,L10,S8-P5-L10,0.74 ,-48.16%,,
1056,S8,P5,L11,S8-P5-L11,0.11 ,-24.78%,,
1057,S8,P6,L1,S8-P6-L1,0.65 ,1.73%,,
1058,S8,P6,L2,S8-P6-L2,0.63 ,40.27%,,
1059,S8,P6,L3,S8-P6-L3,0.47 ,58.44%,,
1060,S8,P6,L4,S8-P6-L4,2.43 ,-61.67%,,
1061,S8,P6,L5,S8-P6-L5,0.32 ,-18.09%,,
1062,S8,P6,L6,S8-P6-L6,0.20 ,19.39%,,
1063,S8,P6,L7,S8-P6-L7,0.53 ,-12.15%,,
1064,S8,P6,L8,S8-P6-L8,0.50 ,-9.71%,,
1065,S8,P6,L9,S8-P6-L9,0.64 ,-20.01%,,
1066,S8,P6,L10,S8-P6-L10,0.62 ,-49.02%,,
1067,S8,P6,L11,S8-P6-L11,0.12 ,-14.89%,,
1068,S8,P7,L1,S8-P7-L1,0.14 ,-4.74%,,
1069,S8,P7,L2,S8-P7-L2,0.41 ,48.88%,,
1070,S8,P7,L3,S8-P7-L3,0.24 ,47.37%,,
1071,S8,P7,L4,S8-P7-L4,0.90 ,-61.37%,,
1072,S8,P7,L5,S8-P7-L5,0.06 ,-25.74%,,
1073,S8,P7,L6,S8-P7-L6,0.16 ,23.46%,,
1074,S8,P7,L7,S8-P7-L7,0.33 ,-3.34%,,
1075,S8,P7,L8,S8-P7-L8,0.13 ,-22.92%,,
1076,S8,P7,L9,S8-P7-L9,0.35 ,-25.00%,,
1077,S8,P7,L10,S8-P7-L10,1.06 ,-69.70%,,
1078,S8,P7,L11,S8-P7-L11,0.06 ,-16.57%,,
1079,S8,P8,L1,S8-P8-L1,0.09 ,1.59%,,
1080,S8,P8,L2,S8-P8-L2,0.38 ,44.01%,,
1081,S8,P8,L3,S8-P8-L3,0.32 ,51.32%,,
1082,S8,P8,L4,S8-P8-L4,1.02 ,-64.90%,,
1083,S8,P8,L5,S8-P8-L5,0.09 ,-19.29%,,
1084,S8,P8,L6,S8-P8-L6,0.18 ,30.93%,,
1085,S8,P8,L7,S8-P8-L7,0.53 ,-2.20%,,
1086,S8,P8,L8,S8-P8-L8,0.14 ,-10.32%,,
1087,S8,P8,L9,S8-P8-L9,0.51 ,-25.54%,,
1088,S8,P8,L10,S8-P8-L10,0.91 ,-67.67%,,
1089,S8,P8,L11,S8-P8-L11,0.08 ,-27.78%,,
1090,S8,P9,L1,S8-P9-L1,0.17 ,-1.47%,,
1091,S8,P9,L2,S8-P9-L2,0.75 ,44.49%,,
1092,S8,P9,L3,S8-P9-L3,0.33 ,55.76%,,
1093,S8,P9,L4,S8-P9-L4,1.84 ,-62.43%,,
1094,S8,P9,L5,S8-P9-L5,0.05 ,-19.79%,,
1095,S8,P9,L6,S8-P9-L6,0.21 ,21.73%,,
1096,S8,P9,L7,S8-P9-L7,0.79 ,0.08%,,
1097,S8,P9,L8,S8-P9-L8,0.13 ,-11.85%,,
1098,S8,P9,L9,S8-P9-L9,0.88 ,-24.49%,,
1099,S8,P9,L10,S8-P9-L10,0.88 ,-61.00%,,
1100,S8,P9,L11,S8-P9-L11,0.08 ,-19.95%,,
1101,S8,P10,L1,S8-P10-L1,0.09 ,11.17%,,
1102,S8,P10,L2,S8-P10-L2,0.23 ,45.42%,,
1103,S8,P10,L3,S8-P10-L3,0.17 ,33.31%,,
1104,S8,P10,L4,S8-P10-L4,0.62 ,-64.84%,,
1105,S8,P10,L5,S8-P10-L5,0.02 ,-25.14%,,
1106,S8,P10,L6,S8-P10-L6,0.13 ,23.73%,,
1107,S8,P10,L7,S8-P10-L7,0.23 ,-14.36%,,
1108,S8,P10,L8,S8-P10-L8,0.09 ,-27.93%,,
1109,S8,P10,L9,S8-P10-L9,0.19 ,-20.18%,,
1110,S8,P10,L10,S8-P10-L10,0.50 ,-66.35%,,
1111,S8,P10,L11,S8-P10-L11,0.05 ,-22.15%,,
1112,S8,P11,L1,S8-P11-L1,0.10 ,5.68%,,
1113,S8,P11,L2,S8-P11-L2,0.16 ,47.36%,,
1114,S8,P11,L3,S8-P11-L3,0.20 ,47.46%,,
1115,S8,P11,L4,S8-P11-L4,0.45 ,-70.87%,,
1116,S8,P11,L5,S8-P11-L5,0.04 ,-32.54%,,
1117,S8,P11,L6,S8-P11-L6,0.11 ,27.90%,,
1118,S8,P11,L7,S8-P11-L7,0.41 ,-14.27%,,
1119,S8,P11,L8,S8-P11-L8,0.11 ,-25.73%,,
1120,S8,P11,L9,S8-P11-L9,0.21 ,-19.09%,,
1121,S8,P11,L10,S8-P11-L10,1.29 ,-72.06%,,
1122,S8,P11,L11,S8-P11-L11,0.06 ,-43.11%,,
1123,S8,P12,L1,S8-P12-L1,0.09 ,-1.90%,,
1124,S8,P12,L2,S8-P12-L2,1.03 ,52.57%,,
1125,S8,P12,L3,S8-P12-L3,0.28 ,63.76%,,
1126,S8,P12,L4,S8-P12-L4,2.00 ,-74.81%,,
1127,S8,P12,L5,S8-P12-L5,0.74 ,-10.95%,,
1128,S8,P12,L6,S8-P12-L6,0.14 ,22.92%,,
1129,S8,P12,L7,S8-P12-L7,1.19 ,-21.79%,,
1130,S8,P12,L8,S8-P12-L8,0.19 ,-14.10%,,
1131,S8,P12,L9,S8-P12-L9,0.97 ,-23.64%,,
1132,S8,P12,L10,S8-P12-L10,0.28 ,-59.73%,,
1133,S8,P12,L11,S8-P12-L11,0.05 ,-16.75%,,
1134,S8,P13,L1,S8-P13-L1,0.11 ,-4.94%,,
1135,S8,P13,L2,S8-P13-L2,1.16 ,55.38%,,
1136,S8,P13,L3,S8-P13-L3,0.30 ,52.97%,,
1137,S8,P13,L4,S8-P13-L4,0.90 ,-70.01%,,
1138,S8,P13,L5,S8-P13-L5,0.14 ,-11.89%,,
1139,S8,P13,L6,S8-P13-L6,0.14 ,24.96%,,
1140,S8,P13,L7,S8-P13-L7,0.37 ,-20.72%,,
1141,S8,P13,L8,S8-P13-L8,0.06 ,-13.36%,,
1142,S8,P13,L9,S8-P13-L9,0.49 ,-17.98%,,
1143,S8,P13,L10,S8-P13-L10,0.14 ,-53.75%,,
1144,S8,P13,L11,S8-P13-L11,0.06 ,-12.10%,,
1145,S9,P1,L1,S9-P1-L1,0.70 ,2.40%,,
1146,S9,P1,L2,S9-P1-L2,1.22 ,44.87%,,
1147,S9,P1,L3,S9-P1-L3,0.63 ,64.48%,,
1148,S9,P1,L4,S9-P1-L4,1.94 ,-42.49%,,
1149,S9,P1,L5,S9-P1-L5,0.52 ,-25.82%,,
1150,S9,P1,L6,S9-P1-L6,0.11 ,-8.37%,,
1151,S9,P1,L7,S9-P1-L7,0.86 ,-15.96%,,
1152,S9,P1,L8,S9-P1-L8,0.40 ,-9.49%,,
1153,S9,P1,L9,S9-P1-L9,1.08 ,-18.99%,,
1154,S9,P1,L10,S9-P1-L10,0.17 ,-27.11%,,
1155,S9,P1,L11,S9-P1-L11,0.13 ,-17.49%,,
1156,S9,P2,L1,S9-P2-L1,0.38 ,16.69%,,
1157,S9,P2,L2,S9-P2-L2,1.37 ,39.46%,,
1158,S9,P2,L3,S9-P2-L3,0.55 ,53.03%,,
1159,S9,P2,L4,S9-P2-L4,2.32 ,-38.46%,,
1160,S9,P2,L5,S9-P2-L5,0.32 ,-28.13%,,
1161,S9,P2,L6,S9-P2-L6,0.06 ,-19.72%,,
1162,S9,P2,L7,S9-P2-L7,0.86 ,-16.32%,,
1163,S9,P2,L8,S9-P2-L8,0.25 ,-15.03%,,
1164,S9,P2,L9,S9-P2-L9,1.12 ,-18.16%,,
1165,S9,P2,L10,S9-P2-L10,0.07 ,-24.48%,,
1166,S9,P2,L11,S9-P2-L11,0.07 ,-20.17%,,
1167,S9,P3,L1,S9-P3-L1,0.75 ,9.66%,,
1168,S9,P3,L2,S9-P3-L2,1.16 ,32.19%,,
1169,S9,P3,L3,S9-P3-L3,0.68 ,47.50%,,
1170,S9,P3,L4,S9-P3-L4,1.73 ,-36.03%,,
1171,S9,P3,L5,S9-P3-L5,0.39 ,-20.04%,,
1172,S9,P3,L6,S9-P3-L6,0.11 ,-4.91%,,
1173,S9,P3,L7,S9-P3-L7,1.34 ,-16.55%,,
1174,S9,P3,L8,S9-P3-L8,0.28 ,-13.60%,,
1175,S9,P3,L9,S9-P3-L9,0.94 ,-17.74%,,
1176,S9,P3,L10,S9-P3-L10,0.12 ,-23.61%,,
1177,S9,P3,L11,S9-P3-L11,0.07 ,-16.34%,,
1178,S9,P4,L1,S9-P4-L1,0.53 ,11.24%,,
1179,S9,P4,L2,S9-P4-L2,1.01 ,33.27%,,
1180,S9,P4,L3,S9-P4-L3,0.66 ,47.19%,,
1181,S9,P4,L4,S9-P4-L4,1.29 ,-18.98%,,
1182,S9,P4,L5,S9-P4-L5,0.39 ,-2.30%,,
1183,S9,P4,L6,S9-P4-L6,0.11 ,14.88%,,
1184,S9,P4,L7,S9-P4-L7,1.23 ,-12.09%,,
1185,S9,P4,L8,S9-P4-L8,0.30 ,-7.93%,,
1186,S9,P4,L9,S9-P4-L9,0.64 ,-13.97%,,
1187,S9,P4,L10,S9-P4-L10,0.38 ,-31.75%,,
1188,S9,P4,L11,S9-P4-L11,0.08 ,-12.16%,,
1189,S9,P5,L1,S9-P5-L1,0.39 ,8.76%,,
1190,S9,P5,L2,S9-P5-L2,1.27 ,37.88%,,
1191,S9,P5,L3,S9-P5-L3,0.59 ,46.41%,,
1192,S9,P5,L4,S9-P5-L4,2.04 ,-44.83%,,
1193,S9,P5,L5,S9-P5-L5,0.38 ,-18.91%,,
1194,S9,P5,L6,S9-P5-L6,0.08 ,-1.99%,,
1195,S9,P5,L7,S9-P5-L7,0.58 ,-16.82%,,
1196,S9,P5,L8,S9-P5-L8,0.38 ,-9.17%,,
1197,S9,P5,L9,S9-P5-L9,0.75 ,-21.63%,,
1198,S9,P5,L10,S9-P5-L10,0.14 ,-30.46%,,
1199,S9,P5,L11,S9-P5-L11,0.04 ,-15.63%,,
1200,S9,P6,L1,S9-P6-L1,0.60 ,3.67%,,
1201,S9,P6,L2,S9-P6-L2,1.30 ,37.08%,,
1202,S9,P6,L3,S9-P6-L3,0.42 ,45.77%,,
1203,S9,P6,L4,S9-P6-L4,1.72 ,-45.04%,,
1204,S9,P6,L5,S9-P6-L5,0.36 ,-13.68%,,
1205,S9,P6,L6,S9-P6-L6,0.08 ,-5.60%,,
1206,S9,P6,L7,S9-P6-L7,0.48 ,-19.58%,,
1207,S9,P6,L8,S9-P6-L8,0.33 ,-11.13%,,
1208,S9,P6,L9,S9-P6-L9,0.80 ,-21.96%,,
1209,S9,P6,L10,S9-P6-L10,0.32 ,-42.88%,,
1210,S9,P6,L11,S9-P6-L11,0.04 ,-25.53%,,
1211,S9,P7,L1,S9-P7-L1,0.11 ,8.90%,,
1212,S9,P7,L2,S9-P7-L2,0.33 ,39.46%,,
1213,S9,P7,L3,S9-P7-L3,0.14 ,33.62%,,
1214,S9,P7,L4,S9-P7-L4,0.61 ,-53.37%,,
1215,S9,P7,L5,S9-P7-L5,0.16 ,-19.68%,,
1216,S9,P7,L6,S9-P7-L6,0.07 ,0.48%,,
1217,S9,P7,L7,S9-P7-L7,0.42 ,-20.05%,,
1218,S9,P7,L8,S9-P7-L8,0.07 ,-12.09%,,
1219,S9,P7,L9,S9-P7-L9,0.24 ,-23.26%,,
1220,S9,P7,L10,S9-P7-L10,0.50 ,-56.39%,,
1221,S9,P7,L11,S9-P7-L11,0.04 ,-35.51%,,
1222,S9,P8,L1,S9-P8-L1,0.08 ,-4.01%,,
1223,S9,P8,L2,S9-P8-L2,0.66 ,39.45%,,
1224,S9,P8,L3,S9-P8-L3,0.21 ,46.89%,,
1225,S9,P8,L4,S9-P8-L4,0.43 ,-47.81%,,
1226,S9,P8,L5,S9-P8-L5,0.19 ,-20.97%,,
1227,S9,P8,L6,S9-P8-L6,0.03 ,-5.58%,,
1228,S9,P8,L7,S9-P8-L7,0.20 ,-18.10%,,
1229,S9,P8,L8,S9-P8-L8,0.07 ,-19.14%,,
1230,S9,P8,L9,S9-P8-L9,0.37 ,-27.10%,,
1231,S9,P8,L10,S9-P8-L10,0.64 ,-57.63%,,
1232,S9,P8,L11,S9-P8-L11,0.05 ,-34.51%,,
1233,S9,P9,L1,S9-P9-L1,0.31 ,0.23%,,
1234,S9,P9,L2,S9-P9-L2,0.30 ,27.40%,,
1235,S9,P9,L3,S9-P9-L3,0.40 ,48.91%,,
